bugId,description,severity
347668,[target] NPE in LoadTargetDefinitionJob#handleReload,minor
348077,Increment version available for plug-in creation,minor
348099,Update target versions in creation wizards and constants,minor
348398,Missing setFocus call on tab selection,minor
349706,PreferencesTests rely on test ordering,minor
350949,[target] Unexternalized string in New Target Definition wizard,minor
350951,[target] Buttons on Implicit Dependencies tab of New Target Definition wizard not justified,minor
351830,[patch] Optional runtime dependencies in pde.runtime should be non-greedy,minor
352232,Target Definition Editor > Add > Features dialog box does not sort list of features found,minor
352274,feature editor does not set dirty state on license text editing,minor
352804,[target] NPE in LoadTargetDefinitionJob#handleReload,minor
352806,[target] Target Platform Resolution Fails with unsatisfied dependencies in Indigo but works in Helios SR2,major
352808,Editing the configuration area location doesn't mark the launch configuration as changed,minor
353344,Organize manifest tool should not be available if custom=true is set on build.properties,minor
353358,Replace screenshots and text for changing Provider to Vendor,minor
353484,Incorrect value for Service-Component header when bundle has a custom root,minor
353568,API Tools test failures in I20110729-1200,minor
353770,[target] INVALID externalized string in New Target Definition wizard,minor
353815,NPE in P2TargetUtils.getAgent(),minor
354549,[patch] Optional runtime dependencies in pde.runtime should be non-greedy,minor
354557,[Regression] ExternalLibraryCache causes false classpath problem markers.,minor
354875,[Compatibility] Many exceptions logged when opening a .ecorediag file,major
354895,Setting Target Platform doesn't update ECLIPSE_HOME until workbench is restarted,major
354936,"Problem with perspectiveExtension relative attribute - ""Referenced part does not exist yet""",minor
354993,"running PluginModelManager.UpdateClasspathsJob causes race condition, locks",minor
355109,NPE searching for references to extension point,minor
355847,'Compilers' preference page has help about the workbench,minor
355873,Import from CVS tests no longer have a repo to import from,minor
355890,Target platform does not recognize bundles with extension other than *.jar,minor
356001,Parent shell incorrect for 'Plug-in Selection' dialog,minor
356108,Update the screen shots for the API Tools errors / warnings page,minor
357271,Out of synch exception while running the API tools builder,minor
357517,Fix screenshots for compilers preference page,minor
358274,PDE core target package is broken in the git repository,major
359314,Use menus extension point instead of popupmenus,minor
359544,[target] Versions are improperly compared when resolving to the latest version,minor
359701,Convert to Plug-in Projects... dialog should remember settings,minor
360126,Set new text file line delimiter to Unix to prevent conflicts,minor
360127,Set new text file line delimiter to Unix to prevent conflicts,minor
360128,Set new text file line delimiter to Unix to prevent conflicts,minor
360719,Make TargetPlatformService#newDefaultTargetDefinition() public,minor
361660,"API Usage Problem ""Execution environment references were not checked""",minor
362602,[target] Target persistence for contributed locations is incorrect,minor
362766,AFE in BundleImporterTests.testGetImportDescriptions(BundleImporterTests.java:46),minor
362945,Editing the configuration area location doesn't mark the launch configuration as changed,minor
363432,NPE in Performance Tests run on N20111105-2000,minor
363934,Cannot create build script anymore: NPE thrown during the operation,major
363972,Create branch for integration build,minor
364057,pde.doc.user bundle version needs to be incremented in the 3.7.x stream,minor
364068,Variable fails to be resolved in features folder for Target Platform definition,minor
365132,"With fix for 357110, member types are processed more than once",minor
365220,map files still refer to CVS locations for pde.api tools features,minor
365325,Have target feature tests use test data instead of JDT feature,minor
365694,org.eclipse.pde.api.tools exports a package it does not have,minor
365914,PDE wizard doesn't properly set the API Tools nature and builder when creating a new plug-in project,minor
366205,"Missing exported package on org.eclipse.pde.ui, compiler option is set to ignore",minor
366405,NPE on loading PDE Target Platform with DirectoryBundleContainer having jars with non-OSGi manifests,major
367796,Backport Bug 355890 - Target platform does not recognize bundles with extension other than *.jar,minor
368458,'Test project missing from workspace baseline' test failures,minor
368753,[target] Regression: Target resolution is fail fast and can not read non-osgi plug-ins,minor
369141,Revert support for pre-release versions,minor
369913,'Tracing' preference page needs polish,minor
369916,'Tracing' page content feels odd,minor
370112,[target] LoadTargetDefinitionJob deadlocks when loading target definition,minor
370402,misleading state of tracing preference,minor
371657,[trace] Clean up useless tracing options in tracing plug-in,minor
371658,[trace] Document for tracing preference page,minor
371946,Update doc for software site target location,minor
373814,Missing setFocus() call on maximize/minimize/restore of stack,minor
374058,Quick Access drop-down list is overly wide,minor
374096,Cheese in the manifest editor,minor
374237,Update doc and screenshots for new extensions editor enhancements,minor
374789,Buttons in extension editor are broken,major
376329,Arrow keys in quick access dialog also move carat in search box,minor
377017,Remove build notes,minor
377563,NPE opening launch configurations dialog,minor
378319,[quick fix] Add 'org.junit' to required bundles appears twice,minor
378549,Target platform state view screenshot needs updating,minor
378647,bundleClasspathResolvers and other extension points do not appear in doc,minor
378850,"Remove ""Installation Details"" from feature editor",minor
379135,Incorrect version range created if minimum version is omitted,major
380030,resolver.devMode should be resolution.devMode,minor
380857,Fix mixed line delimiters,minor
380964,Need to remove org.eclipse.pde from parent pom,minor
380965,Pull request to bump versions in pom files,minor
381428,Test failure TargetDefinitionResolutionTests.testClassicInstallResolution,minor
381556,Several API packages are missing 'package.html',minor
381665,The Wizard mentioned for Java Project to PDE migration is not visible,major
381761,Empty sections in PDE what's new,minor
381875,Javadoc errors in org.eclipse.pde.core.target,minor
381946,org.eclipse.pde.core.build has no package.html,minor
382017,Add Eclipse-BundleShape: dir to api tools tests,minor
382706,Multipage editor gets badly confused,major
382995,Generated extension point schema document has HTML errors,minor
383802,"Run button defaults to RAP in the ""Eclipse for RCP and RAP Developers"" download",minor
388069,WSW38 DVT: Broken Links in Help,minor
388157,Compilation problems when using 1.6 compatibility,minor
389196,[target] Active target platform is not in sync after restart,minor
390420,Cannot open fragment - ClassCastException,major
391801,PDE import is over writing the build.properties file,minor
391828,TargetEnvironmentTestCase tests fail locally,minor
392597,Create Ant Build file action fails silently on projects,minor
392950,OpenSchemaAction does not handle locations with + in it,minor
393317,getImported packages does not work when creating a plugin template,minor
393797,Extension point schema editor opens as read-only from plugin.xml editor,minor
393924,New PDE launch configuration does not check bundles in workspace not found in target platform,minor
394220,JREContainer.RuleEntry#equals returns to early,minor
394606,Add help doc for Plug-in Image Browser view,minor
